sp|P50591|TNF10_HUMAN,tr|Q4QAN4|Q4QAN4_LEIMA,33.33,1.9
sp|P50591|TNF10_HUMAN,tr|Q4Q9L6|Q4Q9L6_LEIMA,44.00,4.7
sp|P50591|TNF10_HUMAN,tr|Q4Q7K6|Q4Q7K6_LEIMA,28.89,5.1
sp|P50591|TNF10_HUMAN,tr|Q4QHU5|Q4QHU5_LEIMA,43.33,7.8
sp|P50591|TNF10_HUMAN,tr|Q4QAF8|Q4QAF8_LEIMA,28.26,7.8
sp|O00220|TR10A_HUMAN,tr|Q4QG22|Q4QG22_LEIMA,38.46,0.45
sp|O00220|TR10A_HUMAN,tr|E9AEY6|E9AEY6_LEIMA,36.54,8.6
sp|O14763|TR10B_HUMAN,tr|Q4QEF3|Q4QEF3_LEIMA,28.24,2.5
sp|O14763|TR10B_HUMAN,tr|Q4Q2T1|Q4Q2T1_LEIMA,31.25,3.4
sp|O14763|TR10B_HUMAN,tr|Q4Q616|Q4Q616_LEIMA,21.67,4.5
sp|O14763|TR10B_HUMAN,tr|Q4QCQ3|Q4QCQ3_LEIMA,30.99,6.9
sp|O14798|TR10C_HUMAN,tr|E9AFJ2|E9AFJ2_LEIMA,32.20,2.2
sp|O14798|TR10C_HUMAN,tr|Q4QBT3|Q4QBT3_LEIMA,52.17,2.5
sp|O14798|TR10C_HUMAN,tr|Q4Q793|Q4Q793_LEIMA,31.71,3.1
sp|O14798|TR10C_HUMAN,tr|E9AFM5|E9AFM5_LEIMA,24.21,3.2
sp|O14798|TR10C_HUMAN,tr|E9AFM5|E9AFM5_LEIMA,26.79,5.5
sp|O14798|TR10C_HUMAN,tr|Q4QGP1|Q4QGP1_LEIMA,34.29,4.0
sp|O14798|TR10C_HUMAN,tr|Q4QHS5|Q4QHS5_LEIMA,32.20,5.5
sp|O14798|TR10C_HUMAN,tr|E9AEY4|E9AEY4_LEIMA,29.70,6.4
sp|O14798|TR10C_HUMAN,tr|Q4QJ14|Q4QJ14_LEIMA,25.86,6.7
sp|O14798|TR10C_HUMAN,tr|Q4QGX1|Q4QGX1_LEIMA,43.33,7.9
sp|Q9UBN6|TR10D_HUMAN,tr|Q4Q9Z7|Q4Q9Z7_LEIMA,40.00,2.1
sp|Q9UBN6|TR10D_HUMAN,tr|Q4Q2G0|Q4Q2G0_LEIMA,38.24,2.8
sp|Q9UBN6|TR10D_HUMAN,tr|Q4Q6D0|Q4Q6D0_LEIMA,34.48,7.2
sp|Q9UBN6|TR10D_HUMAN,tr|Q9U191|Q9U191_LEIMA,35.71,8.9
sp|P48023|TNFL6_HUMAN,tr|Q4Q8Y5|Q4Q8Y5_LEIMA,50.00,0.088
sp|P48023|TNFL6_HUMAN,tr|Q4Q4V7|Q4Q4V7_LEIMA,38.46,0.18
sp|P48023|TNFL6_HUMAN,tr|Q4Q4V7|Q4Q4V7_LEIMA,39.53,2.1
sp|P48023|TNFL6_HUMAN,tr|Q4Q793|Q4Q793_LEIMA,35.71,0.28
sp|P48023|TNFL6_HUMAN,tr|Q4Q6W9|Q4Q6W9_LEIMA,34.04,0.84
sp|P48023|TNFL6_HUMAN,tr|Q4QCZ9|Q4QCZ9_LEIMA,40.54,0.92
sp|P48023|TNFL6_HUMAN,tr|Q4QCZ9|Q4QCZ9_LEIMA,34.09,1.2
sp|P48023|TNFL6_HUMAN,tr|Q4Q2I7|Q4Q2I7_LEIMA,30.56,1.1
sp|P48023|TNFL6_HUMAN,tr|Q4Q2I7|Q4Q2I7_LEIMA,36.59,1.6
sp|P48023|TNFL6_HUMAN,tr|Q4QC85|Q4QC85_LEIMA,28.77,1.2
sp|P48023|TNFL6_HUMAN,tr|Q4QG07|Q4QG07_LEIMA,36.00,2.1
sp|P48023|TNFL6_HUMAN,tr|Q4QEE4|Q4QEE4_LEIMA,31.11,5.8
sp|P48023|TNFL6_HUMAN,tr|Q4QFS6|Q4QFS6_LEIMA,34.55,6.0
sp|P48023|TNFL6_HUMAN,tr|Q4QBE3|Q4QBE3_LEIMA,35.71,8.1
sp|P48023|TNFL6_HUMAN,tr|Q9GRN2|Q9GRN2_LEIMA,38.64,8.3
sp|P48023|TNFL6_HUMAN,tr|Q4QG47|Q4QG47_LEIMA,31.67,8.8
sp|P48023|TNFL6_HUMAN,tr|Q4Q639|Q4Q639_LEIMA,39.29,9.0
sp|P48023|TNFL6_HUMAN,tr|Q4QA53|Q4QA53_LEIMA,50.00,9.4
sp|P25445|TNR6_HUMAN,tr|Q4QFX5|Q4QFX5_LEIMA,30.49,0.39
sp|P25445|TNR6_HUMAN,tr|Q4QCN4|Q4QCN4_LEIMA,29.79,1.0
sp|P25445|TNR6_HUMAN,tr|E9ACZ3|E9ACZ3_LEIMA,50.00,3.2
sp|P25445|TNR6_HUMAN,tr|Q4Q1I4|Q4Q1I4_LEIMA,28.57,4.2
sp|P25445|TNR6_HUMAN,tr|Q4QBV4|Q4QBV4_LEIMA,24.39,6.5
sp|P25445|TNR6_HUMAN,tr|Q4QED7|Q4QED7_LEIMA,44.74,8.0
sp|P25445|TNR6_HUMAN,tr|Q4QBL2|Q4QBL2_LEIMA,20.47,9.4
sp|Q13158|FADD_HUMAN,tr|Q4Q0Y7|Q4Q0Y7_LEIMA,34.00,1.1
sp|Q13158|FADD_HUMAN,tr|E9ADB5|E9ADB5_LEIMA,27.16,1.2
sp|Q13158|FADD_HUMAN,tr|Q4Q9Z6|Q4Q9Z6_LEIMA,38.89,2.3
sp|Q13158|FADD_HUMAN,tr|Q4QG73|Q4QG73_LEIMA,33.33,4.3
sp|Q13158|FADD_HUMAN,tr|Q4Q9G8|Q4Q9G8_LEIMA,52.00,5.3
sp|Q13158|FADD_HUMAN,tr|Q4QHT9|Q4QHT9_LEIMA,32.31,8.5
sp|Q13158|FADD_HUMAN,tr|E9AEJ6|E9AEJ6_LEIMA,27.69,8.6
sp|Q13158|FADD_HUMAN,tr|E9AF29|E9AF29_LEIMA,47.83,9.4
sp|P01375|TNFA_HUMAN,tr|E9AFF4|E9AFF4_LEIMA,43.33,5.4
sp|P19438|TNR1A_HUMAN,tr|Q4Q1T5|Q4Q1T5_LEIMA,27.96,1.6
sp|P19438|TNR1A_HUMAN,tr|Q4Q7W9|Q4Q7W9_LEIMA,50.00,2.4
sp|P19438|TNR1A_HUMAN,tr|E9AFZ2|E9AFZ2_LEIMA,28.36,2.5
sp|P19438|TNR1A_HUMAN,tr|E9AEU6|E9AEU6_LEIMA,40.54,3.0
sp|P19438|TNR1A_HUMAN,tr|Q4QFJ2|Q4QFJ2_LEIMA,33.90,3.4
sp|P19438|TNR1A_HUMAN,tr|Q4QAF8|Q4QAF8_LEIMA,31.43,4.0
sp|Q15628|TRADD_HUMAN,tr|Q4Q0U8|Q4Q0U8_LEIMA,31.40,2.3
sp|Q15628|TRADD_HUMAN,tr|Q4QHE0|Q4QHE0_LEIMA,37.21,3.7
sp|Q15628|TRADD_HUMAN,tr|Q4Q895|Q4Q895_LEIMA,54.17,4.3
sp|Q15628|TRADD_HUMAN,tr|Q4QE92|Q4QE92_LEIMA,36.96,6.6
